ID;NMT;anio;mes;dia;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99;tipo_D;tipo_E;tipo_N;tipo_T
13;8;2014;1;1;67.6;75.2;71.6;64.7;58.8;53.6;1.0;0.0;0.0;0.0
14;8;2014;1;1;68.6;74.8;72.5;66.3;60.1;56.1;0.0;1.0;0.0;0.0
15;8;2014;1;1;68.1;75.1;71.7;64.9;56.9;51.3;0.0;0.0;1.0;0.0
16;8;2014;1;1;68.0;75.1;71.9;65.2;58.4;53.3;0.0;0.0;0.0;1.0
113;8;2014;1;2;72.2;80.6;75.5;69.5;65.2;62.3;1.0;0.0;0.0;0.0
114;8;2014;1;2;70.1;76.0;73.7;68.0;62.0;57.6;0.0;1.0;0.0;0.0
115;8;2014;1;2;65.3;74.1;69.6;61.5;51.6;44.6;0.0;0.0;1.0;0.0
116;8;2014;1;2;70.4;78.2;74.4;67.5;57.8;46.9;0.0;0.0;0.0;1.0
213;8;2014;1;3;70.6;76.6;74.1;68.1;64.5;61.8;1.0;0.0;0.0;0.0
214;8;2014;1;3;71.2;77.0;74.9;69.4;63.3;58.2;0.0;1.0;0.0;0.0
215;8;2014;1;3;65.9;73.7;69.7;63.1;54.9;48.3;0.0;0.0;1.0;0.0
216;8;2014;1;3;69.7;76.5;73.7;67.2;59.8;51.0;0.0;0.0;0.0;1.0
313;8;2014;1;4;69.9;76.8;73.6;68.0;61.2;56.7;1.0;0.0;0.0;0.0
314;8;2014;1;4;69.8;75.3;72.7;67.1;60.3;56.5;0.0;1.0;0.0;0.0
315;8;2014;1;4;68.4;75.3;72.0;66.2;58.3;53.9;0.0;0.0;1.0;0.0
316;8;2014;1;4;69.4;76.4;72.9;67.1;59.8;55.1;0.0;0.0;0.0;1.0
413;8;2014;1;5;67.9;74.8;71.6;65.2;58.4;54.3;1.0;0.0;0.0;0.0
414;8;2014;1;5;68.1;75.5;71.6;64.1;58.6;54.9;0.0;1.0;0.0;0.0
415;8;2014;1;5;67.3;74.4;70.9;64.7;55.9;51.3;0.0;0.0;1.0;0.0
416;8;2014;1;5;67.7;74.8;71.4;64.9;57.6;52.6;0.0;0.0;0.0;1.0
513;8;2014;1;6;67.4;74.4;71.2;64.6;60.0;55.4;1.0;0.0;0.0;0.0
514;8;2014;1;6;68.3;74.4;72.0;65.7;59.1;54.7;0.0;1.0;0.0;0.0
515;8;2014;1;6;67.1;74.6;71.3;64.6;55.6;49.7;0.0;0.0;1.0;0.0
516;8;2014;1;6;67.5;74.4;71.3;64.7;58.3;51.9;0.0;0.0;0.0;1.0
613;8;2014;1;7;69.6;76.0;73.2;66.9;62.7;60.0;1.0;0.0;0.0;0.0
614;8;2014;1;7;68.8;75.8;72.5;66.1;58.6;53.0;0.0;1.0;0.0;0.0
615;8;2014;1;7;64.6;72.8;68.1;59.8;48.8;42.2;0.0;0.0;1.0;0.0
616;8;2014;1;7;68.2;75.5;72.5;65.1;55.4;44.1;0.0;0.0;0.0;1.0
713;8;2014;1;8;70.0;76.3;73.5;67.1;62.6;59.8;1.0;0.0;0.0;0.0
714;8;2014;1;8;68.9;75.1;72.4;66.0;58.6;53.6;0.0;1.0;0.0;0.0
715;8;2014;1;8;63.8;72.6;67.9;59.5;48.6;42.7;0.0;0.0;1.0;0.0
716;8;2014;1;8;68.5;75.7;72.6;65.2;55.1;44.5;0.0;0.0;0.0;1.0
813;8;2014;1;9;69.9;76.7;73.4;66.9;62.5;60.0;1.0;0.0;0.0;0.0
814;8;2014;1;9;68.3;74.9;72.2;65.9;58.7;53.8;0.0;1.0;0.0;0.0
815;8;2014;1;9;64.1;72.8;68.4;59.9;49.9;44.2;0.0;0.0;1.0;0.0
