ID;NMT;anio;mes;dia;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99;tipo_D;tipo_E;tipo_N;tipo_T;cluster
36778;1;2015;1;13;68.5;74.6;72.3;65.8;55.4;48.6;0.0;0.0;0.0;1.0;0
36895;1;2015;1;14;70.2;75.9;73.1;68.8;63.1;60.1;1.0;0.0;0.0;0.0;1
36896;1;2015;1;14;69.3;74.8;72.8;67.7;61.2;57.4;0.0;1.0;0.0;0.0;1
36897;1;2015;1;14;64.5;73.3;69.1;59.6;51.5;47.0;0.0;0.0;1.0;0.0;2
36898;1;2015;1;14;68.8;74.9;72.6;66.2;56.2;48.6;0.0;0.0;0.0;1.0;0
37011;1;2015;1;15;70.0;75.6;72.6;68.5;63.1;60.3;1.0;0.0;0.0;0.0;1
37012;1;2015;1;15;70.9;75.9;74.0;69.3;62.9;59.3;0.0;1.0;0.0;0.0;1
37013;1;2015;1;15;65.1;73.4;69.6;60.2;52.0;47.6;0.0;0.0;1.0;0.0;2
37014;1;2015;1;15;69.2;75.4;72.7;66.5;56.7;49.0;0.0;0.0;0.0;1.0;0
37127;1;2015;1;16;70.0;75.7;73.1;68.6;62.5;59.7;1.0;0.0;0.0;0.0;1
37128;1;2015;1;16;69.6;74.9;72.9;68.2;61.5;58.3;0.0;1.0;0.0;0.0;1
37129;1;2015;1;16;68.0;75.2;72.7;63.9;55.8;50.9;0.0;0.0;1.0;0.0;1
37130;1;2015;1;16;69.3;75.0;72.9;67.1;59.5;53.0;0.0;0.0;0.0;1.0;0
37240;1;2015;1;17;69.0;75.4;72.5;65.7;59.0;54.8;1.0;0.0;0.0;0.0;1
37241;1;2015;1;17;69.1;75.5;72.0;67.3;61.6;59.1;0.0;1.0;0.0;0.0;1
37242;1;2015;1;17;67.5;74.3;71.8;63.5;57.2;52.8;0.0;0.0;1.0;0.0;1
37243;1;2015;1;17;68.6;75.3;72.2;65.3;58.7;54.0;0.0;0.0;0.0;1.0;0
37352;1;2015;1;18;68.5;75.2;72.9;63.5;57.4;53.7;1.0;0.0;0.0;0.0;1
37353;1;2015;1;18;69.9;76.0;74.5;65.2;58.7;55.3;0.0;1.0;0.0;0.0;1
37354;1;2015;1;18;67.8;74.4;72.1;64.1;57.0;52.3;0.0;0.0;1.0;0.0;1
37355;1;2015;1;18;68.6;75.7;73.1;64.0;57.5;53.3;0.0;0.0;0.0;1.0;0
37464;1;2015;1;19;70.0;75.3;72.8;68.8;63.1;60.5;1.0;0.0;0.0;0.0;1
37465;1;2015;1;19;69.2;74.8;72.5;67.0;59.8;55.3;0.0;1.0;0.0;0.0;1
37466;1;2015;1;19;66.5;75.4;71.0;61.8;53.3;49.6;0.0;0.0;1.0;0.0;1
37467;1;2015;1;19;68.8;74.9;72.4;66.3;57.4;50.9;0.0;0.0;0.0;1.0;0
37576;1;2015;1;20;69.9;75.3;72.9;68.7;62.8;60.1;1.0;0.0;0.0;0.0;1
37577;1;2015;1;20;69.4;75.4;72.7;67.4;60.3;56.9;0.0;1.0;0.0;0.0;1
37578;1;2015;1;20;64.3;73.0;68.7;59.2;50.6;46.8;0.0;0.0;1.0;0.0;2
37579;1;2015;1;20;68.6;74.9;72.4;66.0;55.6;48.0;0.0;0.0;0.0;1.0;0
37691;1;2015;1;21;70.1;75.7;73.1;68.8;63.0;60.2;1.0;0.0;0.0;0.0;1
37692;1;2015;1;21;70.5;75.6;73.7;68.3;61.3;57.2;0.0;1.0;0.0;0.0;1
37693;1;2015;1;21;64.4;72.9;69.0;59.9;51.8;47.6;0.0;0.0;1.0;0.0;2
37694;1;2015;1;21;69.0;75.2;72.8;66.2;56.4;49.4;0.0;0.0;0.0;1.0;0
37807;1;2015;1;22;70.1;75.4;72.7;68.6;63.0;60.3;1.0;0.0;0.0;0.0;1
37808;1;2015;1;22;69.6;74.9;72.8;68.4;61.9;58.4;0.0;1.0;0.0;0.0;1
37809;1;2015;1;22;65.2;73.6;69.9;60.8;52.6;48.4;0.0;0.0;1.0;0.0;2
37810;1;2015;1;22;68.9;74.8;72.4;66.4;57.2;50.0;0.0;0.0;0.0;1.0;0
37923;1;2015;1;23;70.2;77.0;72.8;68.2;62.5;59.8;1.0;0.0;0.0;0.0;1
37924;1;2015;1;23;69.6;74.4;72.7;68.1;61.5;58.7;0.0;1.0;0.0;0.0;1
37925;1;2015;1;23;66.5;73.9;71.2;61.9;54.9;50.8;0.0;0.0;1.0;0.0;1
37926;1;2015;1;23;69.2;75.3;72.5;66.7;58.8;52.4;0.0;0.0;0.0;1.0;0
38045;1;2015;1;24;68.3;74.8;72.2;65.1;58.6;55.0;1.0;0.0;0.0;0.0;1
38046;1;2015;1;24;69.3;74.7;72.2;67.7;61.4;58.8;0.0;1.0;0.0;0.0;1
38047;1;2015;1;24;68.3;74.5;72.1;65.0;58.6;54.0;0.0;0.0;1.0;0.0;1
38048;1;2015;1;24;68.4;74.7;72.1;65.6;59.1;55.0;0.0;0.0;0.0;1.0;0
38169;1;2015;1;25;67.6;74.0;71.5;63.7;57.1;54.0;1.0;0.0;0.0;0.0;1
38170;1;2015;1;25;68.3;74.3;72.0;64.1;57.6;54.3;0.0;1.0;0.0;0.0;1
38171;1;2015;1;25;67.5;73.9;71.7;63.8;57.3;53.1;0.0;0.0;1.0;0.0;1
38172;1;2015;1;25;67.7;74.2;71.7;63.8;57.1;53.4;0.0;0.0;0.0;1.0;0
38293;1;2015;1;26;69.8;75.0;72.3;68.1;62.3;59.5;1.0;0.0;0.0;0.0;1
38294;1;2015;1;26;68.4;73.8;71.9;66.6;59.3;55.4;0.0;1.0;0.0;0.0;1
38295;1;2015;1;26;64.4;72.8;69.1;59.0;51.8;48.1;0.0;0.0;1.0;0.0;2
38296;1;2015;1;26;68.4;74.2;71.8;65.5;55.4;49.3;0.0;0.0;0.0;1.0;0
38417;1;2015;1;27;69.6;75.3;72.4;68.1;62.6;59.8;1.0;0.0;0.0;0.0;1
38418;1;2015;1;27;68.8;74.8;72.3;67.2;60.2;56.4;0.0;1.0;0.0;0.0;1
38419;1;2015;1;27;64.2;72.8;68.5;59.3;51.3;47.1;0.0;0.0;1.0;0.0;2
38420;1;2015;1;27;68.3;74.4;71.9;65.7;56.0;48.5;0.0;0.0;0.0;1.0;0
38541;1;2015;1;28;69.4;74.9;72.5;68.2;62.4;59.7;1.0;0.0;0.0;0.0;1
38542;1;2015;1;28;68.5;74.2;72.1;67.1;60.5;56.4;0.0;1.0;0.0;0.0;1
38543;1;2015;1;28;65.0;72.9;69.6;60.0;52.1;48.1;0.0;0.0;1.0;0.0;2
38544;1;2015;1;28;68.2;74.6;72.0;66.0;56.4;49.5;0.0;0.0;0.0;1.0;0
38665;1;2015;1;29;69.5;75.5;72.3;68.2;62.5;59.8;1.0;0.0;0.0;0.0;1
38666;1;2015;1;29;68.6;74.0;71.5;67.4;61.9;58.4;0.0;1.0;0.0;0.0;1
38667;1;2015;1;29;65.9;73.9;70.6;60.8;52.7;49.1;0.0;0.0;1.0;0.0;2
38668;1;2015;1;29;68.4;74.6;71.8;66.3;57.3;50.3;0.0;0.0;0.0;1.0;0
38785;1;2015;1;30;70.3;76.0;72.4;68.1;62.6;59.6;1.0;0.0;0.0;0.0;1
38786;1;2015;1;30;69.8;75.0;73.2;68.4;62.3;59.3;0.0;1.0;0.0;0.0;1
38787;1;2015;1;30;66.3;73.6;71.0;61.9;54.7;50.4;0.0;0.0;1.0;0.0;1
38788;1;2015;1;30;69.3;75.3;72.4;66.7;58.9;52.0;0.0;0.0;0.0;1.0;0
38906;1;2015;1;31;67.9;74.6;72.0;64.0;58.7;55.5;1.0;0.0;0.0;0.0;1
38907;1;2015;1;31;69.2;74.4;72.4;67.7;60.9;58.0;0.0;1.0;0.0;0.0;1
38908;1;2015;1;31;68.8;74.9;72.9;65.5;59.1;54.3;0.0;0.0;1.0;0.0;1
38909;1;2015;1;31;68.4;74.7;72.3;65.0;59.0;55.1;0.0;0.0;0.0;1.0;0
39026;1;2015;2;1;68.1;74.5;72.1;64.0;56.9;53.1;1.0;0.0;0.0;0.0;1
39027;1;2015;2;1;68.2;74.4;72.1;65.9;58.3;54.9;0.0;1.0;0.0;0.0;1
39028;1;2015;2;1;67.9;74.6;72.1;63.7;56.9;53.3;0.0;0.0;1.0;0.0;1
39029;1;2015;2;1;68.0;74.4;72.1;64.1;57.0;53.1;0.0;0.0;0.0;1.0;0
39146;1;2015;2;2;70.6;76.0;73.8;69.2;63.1;60.2;1.0;0.0;0.0;0.0;1
39147;1;2015;2;2;70.6;76.0;74.2;68.7;61.0;56.8;0.0;1.0;0.0;0.0;1
39148;1;2015;2;2;64.5;73.1;69.4;59.0;50.5;46.9;0.0;0.0;1.0;0.0;2
39149;1;2015;2;2;69.4;75.8;73.5;66.5;55.3;48.0;0.0;0.0;0.0;1.0;0
39269;1;2015;2;3;70.5;75.8;73.6;69.1;63.2;60.6;1.0;0.0;0.0;0.0;1
39270;1;2015;2;3;72.3;82.0;75.0;69.6;62.1;57.3;0.0;1.0;0.0;0.0;1
39271;1;2015;2;3;65.5;73.9;70.0;59.8;51.8;48.1;0.0;0.0;1.0;0.0;2
39272;1;2015;2;3;69.8;76.7;73.6;66.8;56.5;49.3;0.0;0.0;0.0;1.0;0
39393;1;2015;2;4;70.0;70.0;76.0;73.0;68.7;62.9;1.0;0.0;0.0;0.0;1
39394;1;2015;2;4;69.5;74.5;75.2;72.8;67.6;60.3;0.0;1.0;0.0;0.0;1
39395;1;2015;2;4;65.2;74.0;70.0;60.0;52.1;48.5;0.0;0.0;1.0;0.0;2
39396;1;2015;2;4;68.8;75.2;72.7;66.3;56.2;49.7;0.0;0.0;0.0;1.0;0
39517;1;2015;2;5;69.7;75.7;72.4;68.2;62.7;60.0;1.0;0.0;0.0;0.0;1
39518;1;2015;2;5;69.5;74.8;72.8;67.7;60.8;57.0;0.0;1.0;0.0;0.0;1
39519;1;2015;2;5;65.9;74.3;70.9;60.3;51.9;48.0;0.0;0.0;1.0;0.0;2
39520;1;2015;2;5;68.7;74.7;72.1;66.1;56.3;49.3;0.0;0.0;0.0;1.0;0
39641;1;2015;2;6;70.0;75.3;72.6;68.4;62.4;59.6;1.0;0.0;0.0;0.0;1
39642;1;2015;2;6;69.0;74.0;72.5;67.8;61.2;58.7;0.0;1.0;0.0;0.0;1
39643;1;2015;2;6;66.4;73.9;70.8;61.7;54.0;49.3;0.0;0.0;1.0;0.0;2
39644;1;2015;2;6;68.9;74.5;72.3;66.4;58.5;51.0;0.0;0.0;0.0;1.0;0
39765;1;2015;2;7;69.0;75.0;73.0;65.1;58.6;54.6;1.0;0.0;0.0;0.0;1
39766;1;2015;2;7;69.3;74.5;72.6;67.8;61.4;58.5;0.0;1.0;0.0;0.0;1
39767;1;2015;2;7;67.7;74.1;71.9;63.9;58.1;53.8;0.0;0.0;1.0;0.0;1
39768;1;2015;2;7;68.7;74.8;72.7;65.2;58.8;54.7;0.0;0.0;0.0;1.0;0
39889;1;2015;2;8;67.9;74.1;72.0;63.5;57.3;54.1;1.0;0.0;0.0;0.0;1
39890;1;2015;2;8;68.4;74.5;72.5;64.4;57.7;54.2;0.0;1.0;0.0;0.0;1
39891;1;2015;2;8;68.6;74.9;72.8;64.3;57.6;54.1;0.0;0.0;1.0;0.0;1
39892;1;2015;2;8;68.1;74.7;72.3;63.7;57.3;53.9;0.0;0.0;0.0;1.0;0
40013;1;2015;2;9;69.9;74.9;72.8;68.5;62.7;60.1;1.0;0.0;0.0;0.0;1
40014;1;2015;2;9;69.4;74.6;72.8;67.2;59.6;55.1;0.0;1.0;0.0;0.0;1
40015;1;2015;2;9;64.9;73.4;69.7;59.2;51.0;47.7;0.0;0.0;1.0;0.0;2
40016;1;2015;2;9;68.6;74.7;72.4;65.9;55.3;48.9;0.0;0.0;0.0;1.0;0
40137;1;2015;2;10;70.2;75.0;72.8;68.6;62.8;60.1;1.0;0.0;0.0;0.0;1
40138;1;2015;2;10;70.2;75.0;72.7;67.2;60.2;55.7;0.0;1.0;0.0;0.0;1
40139;1;2015;2;10;64.2;73.0;68.9;58.9;50.7;47.1;0.0;0.0;1.0;0.0;2
40140;1;2015;2;10;69.0;74.8;72.4;65.9;55.3;48.4;0.0;0.0;0.0;1.0;0
40261;1;2015;2;11;69.9;75.2;72.7;68.6;63.1;60.6;1.0;0.0;0.0;0.0;1
40262;1;2015;2;11;69.5;75.3;72.8;67.4;60.7;57.2;0.0;1.0;0.0;0.0;1
40263;1;2015;2;11;65.2;73.4;69.4;59.9;51.3;47.0;0.0;0.0;1.0;0.0;2
40264;1;2015;2;11;68.7;74.8;72.4;66.2;56.1;48.5;0.0;0.0;0.0;1.0;0
40385;1;2015;2;12;69.6;75.3;72.3;68.3;62.7;60.1;1.0;0.0;0.0;0.0;1
40386;1;2015;2;12;69.4;75.3;72.6;67.9;61.3;57.5;0.0;1.0;0.0;0.0;1
40387;1;2015;2;12;65.5;73.6;70.0;60.6;52.5;48.0;0.0;0.0;1.0;0.0;2
40388;1;2015;2;12;68.5;74.9;72.0;66.4;57.2;49.6;0.0;0.0;0.0;1.0;0
40509;1;2015;2;13;69.3;75.3;72.0;67.9;62.6;60.1;1.0;0.0;0.0;0.0;1
40510;1;2015;2;13;69.2;74.2;72.1;67.8;61.3;58.5;0.0;1.0;0.0;0.0;1
40511;1;2015;2;13;66.7;73.8;70.9;62.2;54.9;50.3;0.0;0.0;1.0;0.0;1
40512;1;2015;2;13;68.5;74.8;71.8;66.5;59.1;52.2;0.0;0.0;0.0;1.0;0
40633;1;2015;2;14;68.2;74.3;72.2;65.2;58.1;54.4;1.0;0.0;0.0;0.0;1
40634;1;2015;2;14;70.7;82.3;71.0;60.8;57.3;55.6;0.0;1.0;0.0;0.0;1
40635;1;2015;2;14;67.5;73.6;71.5;64.1;58.6;55.2;0.0;0.0;1.0;0.0;1
40636;1;2015;2;14;68.6;74.8;71.9;63.9;58.0;55.0;0.0;0.0;0.0;1.0;0
40757;1;2015;2;15;67.6;74.2;71.7;63.8;57.3;53.8;1.0;0.0;0.0;0.0;1
40758;1;2015;2;15;68.4;73.9;71.9;66.2;58.3;54.6;0.0;1.0;0.0;0.0;1
40759;1;2015;2;15;69.9;76.0;73.7;66.6;58.7;54.0;0.0;0.0;1.0;0.0;1
40760;1;2015;2;15;68.5;75.4;72.5;65.2;57.6;53.7;0.0;0.0;0.0;1.0;0
40878;1;2015;2;16;69.8;75.3;72.4;68.1;62.4;59.9;1.0;0.0;0.0;0.0;1
40879;1;2015;2;16;69.3;75.0;72.2;66.8;59.6;55.4;0.0;1.0;0.0;0.0;1
40880;1;2015;2;16;64.7;73.0;69.2;58.9;50.8;47.2;0.0;0.0;1.0;0.0;2
40881;1;2015;2;16;68.5;74.6;71.9;65.6;54.9;48.4;0.0;0.0;0.0;1.0;0
41002;1;2015;2;17;69.9;75.4;72.7;68.7;63.2;60.9;1.0;0.0;0.0;0.0;1
41003;1;2015;2;17;69.5;74.8;72.8;67.7;61.0;57.4;0.0;1.0;0.0;0.0;1
41004;1;2015;2;17;65.8;73.9;70.5;60.9;53.0;49.1;0.0;0.0;1.0;0.0;2
41005;1;2015;2;17;68.9;74.9;72.4;66.6;57.5;50.3;0.0;0.0;0.0;1.0;0
41126;1;2015;2;18;69.6;75.5;72.6;68.3;62.8;59.6;1.0;0.0;0.0;0.0;1
41127;1;2015;2;18;68.9;74.6;72.4;67.4;60.5;56.0;0.0;1.0;0.0;0.0;1
41128;1;2015;2;18;65.1;73.3;69.6;59.9;52.3;48.8;0.0;0.0;1.0;0.0;2
41129;1;2015;2;18;68.4;74.6;72.1;65.9;56.0;50.0;0.0;0.0;0.0;1.0;0
41250;1;2015;2;19;69.7;75.5;72.5;68.4;62.8;60.2;1.0;0.0;0.0;0.0;1
41251;1;2015;2;19;69.4;74.9;72.6;67.8;61.2;58.2;0.0;1.0;0.0;0.0;1
41252;1;2015;2;19;69.4;74.9;72.6;67.8;61.2;58.2;0.0;0.0;1.0;0.0;1
41253;1;2015;2;19;68.6;74.8;72.2;66.4;57.2;49.7;0.0;0.0;0.0;1.0;0
41374;1;2015;2;20;69.7;75.0;72.5;68.4;62.6;59.4;1.0;0.0;0.0;0.0;1
41375;1;2015;2;20;68.9;73.9;72.1;67.5;61.1;58.3;0.0;1.0;0.0;0.0;1
41376;1;2015;2;20;66.4;73.9;71.0;61.8;54.3;50.2;0.0;0.0;1.0;0.0;1
41377;1;2015;2;20;68.7;74.6;72.1;66.5;58.4;51.7;0.0;0.0;0.0;1.0;0
41498;1;2015;2;21;68.7;75.0;72.2;65.7;59.1;55.2;1.0;0.0;0.0;0.0;1
41499;1;2015;2;21;69.0;73.9;71.9;66.9;60.4;57.9;0.0;1.0;0.0;0.0;1
41500;1;2015;2;21;69.5;75.7;73.4;66.1;59.1;54.8;0.0;0.0;1.0;0.0;1
41501;1;2015;2;21;69.0;75.4;72.6;66.1;59.4;55.4;0.0;0.0;0.0;1.0;0
41622;1;2015;2;22;67.4;73.8;71.4;64.0;57.1;53.4;1.0;0.0;0.0;0.0;1
41623;1;2015;2;22;67.8;73.9;71.6;65.9;58.5;54.9;0.0;1.0;0.0;0.0;1
41624;1;2015;2;22;67.7;74.0;71.8;64.7;57.3;53.7;0.0;0.0;1.0;0.0;1
41625;1;2015;2;22;67.6;73.9;71.6;64.5;57.2;53.4;0.0;0.0;0.0;1.0;0
41746;1;2015;2;23;69.9;75.0;72.5;68.5;62.6;60.1;1.0;0.0;0.0;0.0;1
41747;1;2015;2;23;69.3;74.5;71.9;66.4;59.5;55.3;0.0;1.0;0.0;0.0;1
41748;1;2015;2;23;64.5;73.0;69.2;58.9;50.5;46.4;0.0;0.0;1.0;0.0;2
41749;1;2015;2;23;68.6;74.4;72.0;65.7;55.2;48.0;0.0;0.0;0.0;1.0;0
41870;1;2015;2;24;69.9;76.0;72.8;68.5;62.7;60.2;1.0;0.0;0.0;0.0;1
41871;1;2015;2;24;69.4;75.3;72.7;67.6;60.8;56.7;0.0;1.0;0.0;0.0;1
41872;1;2015;2;24;63.9;72.8;68.6;58.5;50.6;46.9;0.0;0.0;1.0;0.0;2
41873;1;2015;2;24;68.6;75.0;72.3;65.8;54.9;48.1;0.0;0.0;0.0;1.0;0
41994;1;2015;2;25;69.5;75.5;72.6;68.1;62.6;60.0;1.0;0.0;0.0;0.0;1
41995;1;2015;2;25;69.4;75.3;72.5;67.3;60.2;56.4;0.0;1.0;0.0;0.0;1
41996;1;2015;2;25;64.6;73.1;69.6;59.6;51.4;47.6;0.0;0.0;1.0;0.0;2
41997;1;2015;2;25;68.4;74.9;72.1;65.9;56.0;48.8;0.0;0.0;0.0;1.0;0
42118;1;2015;2;26;69.8;75.5;72.7;68.6;62.8;60.2;1.0;0.0;0.0;0.0;1
42119;1;2015;2;26;68.8;74.4;72.0;67.2;61.2;58.0;0.0;1.0;0.0;0.0;1
42120;1;2015;2;26;65.4;73.3;70.2;60.1;52.1;47.7;0.0;0.0;1.0;0.0;2
42121;1;2015;2;26;68.6;74.7;72.1;66.3;56.7;49.5;0.0;0.0;0.0;1.0;0
42242;1;2015;2;27;69.6;76.3;72.4;68.2;62.5;59.8;1.0;0.0;0.0;0.0;1
42243;1;2015;2;27;68.9;74.0;71.9;67.6;61.1;58.1;0.0;1.0;0.0;0.0;1
42244;1;2015;2;27;66.1;73.3;70.6;61.7;54.2;49.9;0.0;0.0;1.0;0.0;2
42245;1;2015;2;27;68.6;75.0;71.8;66.6;58.4;51.6;0.0;0.0;0.0;1.0;0
42366;1;2015;2;28;68.5;74.8;72.1;65.2;58.7;54.6;1.0;0.0;0.0;0.0;1
42367;1;2015;2;28;68.2;74.0;71.4;66.1;60.7;57.6;0.0;1.0;0.0;0.0;1
42368;1;2015;2;28;67.8;74.2;71.6;64.3;57.6;53.4;0.0;0.0;1.0;0.0;1
42369;1;2015;2;28;68.2;74.5;71.9;65.0;58.6;54.4;0.0;0.0;0.0;1.0;0
42490;1;2015;3;1;68.4;77.0;71.6;64.4;57.3;53.3;1.0;0.0;0.0;0.0;1
42491;1;2015;3;1;68.7;74.3;71.8;66.2;58.4;54.8;0.0;1.0;0.0;0.0;1
42492;1;2015;3;1;67.9;74.4;71.7;64.8;57.6;53.6;0.0;0.0;1.0;0.0;1
42493;1;2015;3;1;68.3;75.0;71.7;65.0;57.6;53.6;0.0;0.0;0.0;1.0;0
42587;1;2015;3;2;69.7;75.0;72.6;68.5;62.5;59.8;1.0;0.0;0.0;0.0;1
42588;1;2015;3;2;69.2;76.0;72.3;66.5;59.3;55.4;0.0;1.0;0.0;0.0;1
42589;1;2015;3;2;65.1;73.8;70.0;59.1;50.4;46.3;0.0;0.0;1.0;0.0;2
42590;1;2015;3;2;68.5;74.8;72.1;65.7;55.1;47.4;0.0;0.0;0.0;1.0;0
42711;1;2015;3;3;69.6;74.9;72.5;68.4;62.7;60.1;1.0;0.0;0.0;0.0;1
42712;1;2015;3;3;68.7;74.0;72.0;66.8;59.8;55.3;0.0;1.0;0.0;0.0;1
42713;1;2015;3;3;64.3;72.5;68.9;58.8;50.6;46.9;0.0;0.0;1.0;0.0;2
42714;1;2015;3;3;68.2;74.5;71.9;65.8;54.9;48.0;0.0;0.0;0.0;1.0;0
42835;1;2015;3;4;69.3;75.0;72.1;68.2;62.6;60.1;1.0;0.0;0.0;0.0;1
42836;1;2015;3;4;69.2;75.5;72.4;67.5;60.3;55.8;0.0;1.0;0.0;0.0;1
42837;1;2015;3;4;64.9;72.9;69.2;59.5;51.2;47.0;0.0;0.0;1.0;0.0;2
42838;1;2015;3;4;68.2;74.6;71.8;65.8;55.7;48.3;0.0;0.0;0.0;1.0;0
42959;1;2015;3;5;69.5;76.0;72.5;68.1;62.2;59.3;1.0;0.0;0.0;0.0;1
42960;1;2015;3;5;68.5;74.3;71.5;66.6;60.1;56.6;0.0;1.0;0.0;0.0;1
42961;1;2015;3;5;65.5;73.5;69.9;59.9;51.8;47.6;0.0;0.0;1.0;0.0;2
42962;1;2015;3;5;68.3;74.8;71.8;65.7;56.3;49.1;0.0;0.0;0.0;1.0;0
43083;1;2015;3;6;69.3;75.5;71.8;67.5;61.6;58.6;1.0;0.0;0.0;0.0;1
43084;1;2015;3;6;68.6;74.4;71.5;66.8;60.2;57.5;0.0;1.0;0.0;0.0;1
43085;1;2015;3;6;65.6;73.1;70.2;60.6;52.9;48.5;0.0;0.0;1.0;0.0;2
43086;1;2015;3;6;68.3;74.7;71.5;65.7;57.3;50.3;0.0;0.0;0.0;1.0;0
