ID;NMT;anio;mes;dia;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99;tipo_D;tipo_E;tipo_N;tipo_T
37;16;2014;1;1;61.4;67.9;64.9;58.2;46.3;41.0;1.0;0.0;0.0;0.0
38;16;2014;1;1;61.9;68.1;65.6;60.5;50.8;46.2;0.0;1.0;0.0;0.0
39;16;2014;1;1;65.2;72.9;65.2;58.4;44.6;40.2;0.0;0.0;1.0;0.0
40;16;2014;1;1;63.1;68.8;65.2;58.9;47.1;41.4;0.0;0.0;0.0;1.0
137;16;2014;1;2;64.8;69.8;67.6;64.2;57.7;50.7;1.0;0.0;0.0;0.0
138;16;2014;1;2;63.5;68.8;66.7;62.8;54.5;48.3;0.0;1.0;0.0;0.0
139;16;2014;1;2;57.5;67.6;62.5;48.7;40.8;38.6;0.0;0.0;1.0;0.0
140;16;2014;1;2;63.2;69.4;66.9;61.9;44.3;39.3;0.0;0.0;0.0;1.0
237;16;2014;1;3;64.5;69.7;67.0;63.6;57.2;50.9;1.0;0.0;0.0;0.0
238;16;2014;1;3;64.7;69.9;67.8;64.1;56.3;48.3;0.0;1.0;0.0;0.0
239;16;2014;1;3;58.6;67.6;63.1;52.8;45.3;42.5;0.0;0.0;1.0;0.0
240;16;2014;1;3;63.3;69.5;66.8;61.9;48.5;43.5;0.0;0.0;0.0;1.0
337;16;2014;1;4;63.6;69.8;67.2;62.2;53.6;47.8;1.0;0.0;0.0;0.0
338;16;2014;1;4;63.1;69.2;66.2;61.7;54.3;49.5;0.0;1.0;0.0;0.0
339;16;2014;1;4;59.3;67.6;63.9;55.3;45.8;42.1;0.0;0.0;1.0;0.0
340;16;2014;1;4;62.4;69.4;66.3;60.4;49.5;43.4;0.0;0.0;0.0;1.0
437;16;2014;1;5;62.0;68.7;65.8;60.2;49.3;43.9;1.0;0.0;0.0;0.0
438;16;2014;1;5;62.5;68.1;65.9;61.5;52.9;45.8;0.0;1.0;0.0;0.0
439;16;2014;1;5;58.4;66.5;63.1;54.4;41.8;39.0;0.0;0.0;1.0;0.0
440;16;2014;1;5;61.3;68.2;65.3;59.0;46.0;39.8;0.0;0.0;0.0;1.0
537;16;2014;1;6;61.4;68.3;65.4;59.3;48.1;43.0;1.0;0.0;0.0;0.0
538;16;2014;1;6;62.1;68.0;65.5;61.0;50.3;42.7;0.0;1.0;0.0;0.0
539;16;2014;1;6;58.9;67.1;63.4;54.0;40.8;37.5;0.0;0.0;1.0;0.0
540;16;2014;1;6;60.8;67.9;65.0;58.3;44.8;38.5;0.0;0.0;0.0;1.0
637;16;2014;1;7;63.8;69.8;66.5;62.9;55.6;47.9;1.0;0.0;0.0;0.0
638;16;2014;1;7;62.5;68.6;65.8;61.5;52.3;44.1;0.0;1.0;0.0;0.0
639;16;2014;1;7;57.6;67.3;62.6;48.0;36.6;35.1;0.0;0.0;1.0;0.0
640;16;2014;1;7;62.2;68.8;65.9;60.5;40.2;35.5;0.0;0.0;0.0;1.0
737;16;2014;1;8;63.7;68.7;66.4;63.0;56.9;50.3;1.0;0.0;0.0;0.0
738;16;2014;1;8;62.3;67.8;65.7;61.5;52.5;45.8;0.0;1.0;0.0;0.0
739;16;2014;1;8;56.8;66.8;61.8;47.3;38.2;36.5;0.0;0.0;1.0;0.0
740;16;2014;1;8;62.1;68.3;65.7;60.7;41.5;37.2;0.0;0.0;0.0;1.0
837;16;2014;1;9;64.5;71.7;67.2;63.4;56.7;49.5;1.0;0.0;0.0;0.0
838;16;2014;1;9;62.7;68.0;65.8;61.7;52.6;46.4;0.0;1.0;0.0;0.0
839;16;2014;1;9;56.9;66.6;61.9;47.8;39.6;38.0;0.0;0.0;1.0;0.0
840;16;2014;1;9;62.8;70.1;66.2;61.0;42.5;38.4;0.0;0.0;0.0;1.0
937;16;2014;1;10;63.7;68.9;66.1;62.8;57.3;50.4;1.0;0.0;0.0;0.0
938;16;2014;1;10;62.7;67.9;65.5;61.9;55.2;46.8;0.0;1.0;0.0;0.0
939;16;2014;1;10;56.9;66.5;61.8;49.2;40.3;38.3;0.0;0.0;1.0;0.0
940;16;2014;1;10;62.2;68.4;65.5;60.9;43.4;39.1;0.0;0.0;0.0;1.0
1037;16;2014;1;11;61.0;66.9;64.5;59.9;50.6;43.7;1.0;0.0;0.0;0.0
1038;16;2014;1;11;61.9;67.6;64.9;60.6;53.0;45.8;0.0;1.0;0.0;0.0
1039;16;2014;1;11;57.5;65.6;62.0;53.6;41.4;37.3;0.0;0.0;1.0;0.0
1040;16;2014;1;11;60.3;66.8;64.1;58.6;46.3;38.6;0.0;0.0;0.0;1.0
1137;16;2014;1;12;60.7;67.6;64.6;58.7;47.2;40.8;1.0;0.0;0.0;0.0
1138;16;2014;1;12;61.2;67.4;64.7;59.4;48.8;42.0;0.0;1.0;0.0;0.0
1139;16;2014;1;12;58.0;65.9;62.4;54.6;42.5;39.1;0.0;0.0;1.0;0.0
1140;16;2014;1;12;60.1;67.3;64.2;57.6;45.1;39.7;0.0;0.0;0.0;1.0
1237;16;2014;1;13;64.4;69.4;67.1;63.8;57.7;51.4;1.0;0.0;0.0;0.0
1238;16;2014;1;13;63.2;69.1;66.6;62.2;51.6;45.7;0.0;1.0;0.0;0.0
1239;16;2014;1;13;57.8;67.7;62.8;48.1;39.4;37.2;0.0;0.0;1.0;0.0
1240;16;2014;1;13;62.8;69.0;66.6;61.5;42.5;38.1;0.0;0.0;0.0;1.0
1337;16;2014;1;14;64.6;69.6;67.4;64.1;57.6;51.4;1.0;0.0;0.0;0.0
1338;16;2014;1;14;62.9;68.4;66.0;62.3;53.1;47.5;0.0;1.0;0.0;0.0
1339;16;2014;1;14;58.4;67.6;62.4;50.0;42.8;40.3;0.0;0.0;1.0;0.0
1340;16;2014;1;14;63.0;69.1;66.7;61.6;46.2;41.2;0.0;0.0;0.0;1.0
1437;16;2014;1;15;64.2;69.4;66.9;63.6;57.7;50.7;1.0;0.0;0.0;0.0
1438;16;2014;1;15;63.1;68.7;66.1;62.1;52.9;45.2;0.0;1.0;0.0;0.0
1439;16;2014;1;15;56.8;66.6;61.7;48.4;39.5;37.6;0.0;0.0;1.0;0.0
1440;16;2014;1;15;62.6;68.8;66.2;61.3;42.5;38.3;0.0;0.0;0.0;1.0
1537;16;2014;1;16;64.8;70.3;67.5;63.9;58.0;51.3;1.0;0.0;0.0;0.0
1538;16;2014;1;16;63.4;69.0;66.8;62.5;54.3;47.5;0.0;1.0;0.0;0.0
1539;16;2014;1;16;58.2;68.5;63.0;49.3;39.9;38.0;0.0;0.0;1.0;0.0
1540;16;2014;1;16;63.2;69.8;66.8;61.7;43.2;38.5;0.0;0.0;0.0;1.0
1637;16;2014;1;17;63.9;68.9;66.8;63.3;56.9;49.7;1.0;0.0;0.0;0.0
1638;16;2014;1;17;62.8;67.8;65.8;62.2;55.2;48.5;0.0;1.0;0.0;0.0
1639;16;2014;1;17;58.3;67.4;62.8;50.5;39.8;37.4;0.0;0.0;1.0;0.0
1640;16;2014;1;17;62.5;68.6;66.2;61.3;43.8;38.3;0.0;0.0;0.0;1.0
1737;16;2014;1;18;62.8;68.8;66.2;61.6;51.7;44.5;1.0;0.0;0.0;0.0
1738;16;2014;1;18;63.3;68.9;66.5;62.3;53.9;46.9;0.0;1.0;0.0;0.0
1739;16;2014;1;18;59.5;67.7;64.0;55.6;45.1;42.3;0.0;0.0;1.0;0.0
