ID;NMT;anio;mes;dia;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99;tipo_D;tipo_E;tipo_N;tipo_T
35414;50;2015;1;1;67.9;70.5;64.4;60.2;55.5;52.1;1.0;0.0;0.0;0.0
35415;50;2015;1;1;63.3;69.8;64.8;61.4;57.5;54.3;0.0;1.0;0.0;0.0
35416;50;2015;1;1;66.7;71.6;65.1;60.7;55.9;52.6;0.0;0.0;0.0;1.0
35537;50;2015;1;2;67.0;73.1;66.8;63.6;60.5;58.3;1.0;0.0;0.0;0.0
35538;50;2015;1;2;65.6;71.1;66.4;63.5;60.1;57.4;0.0;1.0;0.0;0.0
35539;50;2015;1;2;60.8;69.8;62.5;56.2;48.3;44.2;0.0;0.0;1.0;0.0
35540;50;2015;1;2;65.4;71.3;66.2;62.4;52.9;45.4;0.0;0.0;0.0;1.0
35661;50;2015;1;3;63.6;70.1;65.4;61.9;57.8;54.4;1.0;0.0;0.0;0.0
35662;50;2015;1;3;63.9;69.4;65.8;62.9;59.4;56.7;0.0;1.0;0.0;0.0
35663;50;2015;1;3;59.9;66.8;63.1;58.1;52.5;49.0;0.0;0.0;1.0;0.0
35664;50;2015;1;3;62.8;69.2;65.1;61.2;55.3;50.4;0.0;0.0;0.0;1.0
35785;50;2015;1;4;64.5;70.5;65.6;61.3;57.1;53.2;1.0;0.0;0.0;0.0
35786;50;2015;1;4;63.9;69.6;65.8;62.5;59.0;56.4;0.0;1.0;0.0;0.0
35787;50;2015;1;4;61.2;67.6;63.1;58.0;52.6;49.3;0.0;0.0;1.0;0.0
35788;50;2015;1;4;63.6;69.9;65.1;60.7;55.0;50.7;0.0;0.0;0.0;1.0
35894;50;2015;1;5;65.4;71.9;66.3;62.5;52.8;45.9;0.0;0.0;0.0;1.0
36015;50;2015;1;6;65.2;70.5;64.8;60.8;55.8;51.9;1.0;0.0;0.0;0.0
36016;50;2015;1;6;63.8;69.1;65.6;62.6;59.3;56.8;0.0;1.0;0.0;0.0
36017;50;2015;1;6;59.5;66.8;62.6;57.6;51.5;47.8;0.0;0.0;1.0;0.0
36018;50;2015;1;6;63.7;69.1;64.6;60.3;53.9;49.0;0.0;0.0;0.0;1.0
36139;50;2015;1;7;66.2;73.1;67.8;64.4;61.5;59.1;1.0;0.0;0.0;0.0
36140;50;2015;1;7;65.4;71.3;66.6;63.6;60.0;56.7;0.0;1.0;0.0;0.0
36141;50;2015;1;7;61.1;71.2;63.3;56.5;48.5;44.9;0.0;0.0;1.0;0.0
36142;50;2015;1;7;65.0;72.6;67.0;63.1;53.3;46.2;0.0;0.0;0.0;1.0
36263;50;2015;1;8;66.5;73.9;67.9;64.6;61.6;59.1;1.0;0.0;0.0;0.0
36264;50;2015;1;8;66.1;72.8;66.9;63.8;60.8;58.0;0.0;1.0;0.0;0.0
36265;50;2015;1;8;60.7;69.6;63.3;56.5;48.7;45.5;0.0;0.0;1.0;0.0
36266;50;2015;1;8;65.2;72.3;67.0;63.1;53.0;46.4;0.0;0.0;0.0;1.0
36387;50;2015;1;9;66.2;72.2;67.7;64.6;61.8;59.4;1.0;0.0;0.0;0.0
36388;50;2015;1;9;67.3;74.6;68.2;65.2;63.0;61.0;0.0;1.0;0.0;0.0
36389;50;2015;1;9;60.9;70.2;63.1;57.2;50.6;46.9;0.0;0.0;1.0;0.0
36390;50;2015;1;9;65.4;72.3;67.3;63.8;54.5;48.2;0.0;0.0;0.0;1.0
36511;50;2015;1;10;65.1;71.9;66.5;62.8;58.8;55.3;1.0;0.0;0.0;0.0
36512;50;2015;1;10;66.1;72.6;66.1;63.2;60.4;57.9;0.0;1.0;0.0;0.0
36513;50;2015;1;10;62.4;69.8;64.7;59.6;54.5;50.7;0.0;0.0;1.0;0.0
36514;50;2015;1;10;64.5;71.3;65.9;62.0;56.8;52.2;0.0;0.0;0.0;1.0
36635;50;2015;1;11;64.1;72.1;65.1;61.7;57.4;53.4;1.0;0.0;0.0;0.0
36636;50;2015;1;11;65.9;70.5;65.7;62.3;58.6;55.4;0.0;1.0;0.0;0.0
36637;50;2015;1;11;60.3;67.3;63.3;58.6;53.4;49.6;0.0;0.0;1.0;0.0
36638;50;2015;1;11;63.8;69.6;64.7;60.9;55.5;51.0;0.0;0.0;0.0;1.0
36759;50;2015;1;12;66.8;73.6;67.9;64.8;62.0;59.6;1.0;0.0;0.0;0.0
36760;50;2015;1;12;65.6;70.6;66.8;63.9;60.1;56.8;0.0;1.0;0.0;0.0
36761;50;2015;1;12;60.9;69.2;62.6;55.6;48.0;44.8;0.0;0.0;1.0;0.0
36762;50;2015;1;12;65.2;72.1;67.1;63.3;52.2;45.9;0.0;0.0;0.0;1.0
36882;50;2015;1;13;67.3;74.6;68.1;64.9;62.1;59.7;1.0;0.0;0.0;0.0
36883;50;2015;1;13;67.4;73.6;67.0;64.0;60.3;56.8;0.0;1.0;0.0;0.0
36884;50;2015;1;13;60.6;67.6;62.9;56.1;48.3;44.9;0.0;0.0;1.0;0.0
36885;50;2015;1;13;66.2;73.6;67.2;63.5;52.7;46.0;0.0;0.0;0.0;1.0
36999;50;2015;1;14;67.9;75.1;68.5;65.3;62.6;60.0;1.0;0.0;0.0;0.0
37000;50;2015;1;14;67.1;71.4;67.2;64.1;60.5;57.0;0.0;1.0;0.0;0.0
37001;50;2015;1;14;61.7;67.4;62.8;56.4;49.0;44.7;0.0;0.0;1.0;0.0
37002;50;2015;1;14;66.3;73.6;67.5;63.7;53.2;46.3;0.0;0.0;0.0;1.0
37115;50;2015;1;15;67.4;74.2;68.5;65.4;62.7;60.6;1.0;0.0;0.0;0.0
37116;50;2015;1;15;69.6;78.1;69.9;66.7;64.1;62.0;0.0;1.0;0.0;0.0
37117;50;2015;1;15;61.3;68.1;62.9;56.4;48.5;44.5;0.0;0.0;1.0;0.0
37118;50;2015;1;15;66.8;73.9;68.5;64.6;52.7;45.7;0.0;0.0;0.0;1.0
37228;50;2015;1;16;68.1;74.2;69.1;66.3;63.8;61.5;1.0;0.0;0.0;0.0
37229;50;2015;1;16;67.7;76.1;67.9;65.0;61.9;59.0;0.0;1.0;0.0;0.0
37230;50;2015;1;16;65.1;71.2;67.9;62.3;55.7;51.3;0.0;0.0;1.0;0.0
37231;50;2015;1;16;67.2;73.9;68.5;65.3;59.2;53.3;0.0;0.0;0.0;1.0
37340;50;2015;1;17;65.7;71.9;66.4;63.1;59.3;55.9;1.0;0.0;0.0;0.0
37341;50;2015;1;17;66.4;72.6;66.8;63.8;60.7;58.3;0.0;1.0;0.0;0.0
37342;50;2015;1;17;62.4;68.8;64.8;59.9;54.4;50.8;0.0;0.0;1.0;0.0
37343;50;2015;1;17;64.9;71.1;66.1;62.4;57.0;52.0;0.0;0.0;0.0;1.0
37452;50;2015;1;18;64.4;69.9;65.8;62.2;57.4;53.0;1.0;0.0;0.0;0.0
37453;50;2015;1;18;66.6;71.0;68.0;64.9;61.3;58.4;0.0;1.0;0.0;0.0
37454;50;2015;1;18;63.1;68.3;64.0;59.2;54.0;50.3;0.0;0.0;1.0;0.0
37455;50;2015;1;18;64.7;70.8;66.4;62.0;56.0;51.7;0.0;0.0;0.0;1.0
37564;50;2015;1;19;67.8;73.4;69.1;66.2;63.5;61.0;1.0;0.0;0.0;0.0
37565;50;2015;1;19;66.6;71.6;67.2;64.2;60.5;57.3;0.0;1.0;0.0;0.0
37566;50;2015;1;19;63.3;71.3;67.2;59.6;49.6;45.8;0.0;0.0;1.0;0.0
37567;50;2015;1;19;66.4;72.4;68.3;64.7;55.0;47.2;0.0;0.0;0.0;1.0
37679;50;2015;1;20;68.0;75.1;68.5;65.5;62.7;60.0;1.0;0.0;0.0;0.0
37680;50;2015;1;20;66.0;71.9;67.4;64.4;60.7;57.0;0.0;1.0;0.0;0.0
37681;50;2015;1;20;59.5;66.9;62.6;56.1;47.9;44.0;0.0;0.0;1.0;0.0
37682;50;2015;1;20;66.2;72.6;67.6;64.0;52.6;45.4;0.0;0.0;0.0;1.0
37795;50;2015;1;21;68.4;74.6;68.9;66.0;63.2;60.7;1.0;0.0;0.0;0.0
37796;50;2015;1;21;67.9;73.3;69.1;66.3;62.5;59.0;0.0;1.0;0.0;0.0
37797;50;2015;1;21;59.4;67.4;63.1;56.6;48.3;44.5;0.0;0.0;1.0;0.0
37798;50;2015;1;21;66.8;72.9;68.4;64.8;53.2;45.9;0.0;0.0;0.0;1.0
37911;50;2015;1;22;68.6;76.1;69.6;66.1;63.4;61.0;1.0;0.0;0.0;0.0
37912;50;2015;1;22;66.5;72.6;67.2;64.3;60.9;57.5;0.0;1.0;0.0;0.0
37913;50;2015;1;22;62.2;70.1;65.0;58.7;50.9;46.1;0.0;0.0;1.0;0.0
37914;50;2015;1;22;66.9;73.9;68.4;64.5;55.4;48.1;0.0;0.0;0.0;1.0
38030;50;2015;1;23;67.4;73.6;68.0;65.1;62.5;60.1;1.0;0.0;0.0;0.0
38031;50;2015;1;23;67.1;71.6;67.3;64.5;61.5;58.5;0.0;1.0;0.0;0.0
38032;50;2015;1;23;62.0;72.6;64.1;58.2;51.7;47.7;0.0;0.0;1.0;0.0
38033;50;2015;1;23;66.1;72.8;67.3;63.9;55.4;49.0;0.0;0.0;0.0;1.0
38153;50;2015;1;24;65.6;72.2;66.5;63.1;59.1;55.2;1.0;0.0;0.0;0.0
38154;50;2015;1;24;67.1;73.3;66.6;63.6;60.5;58.3;0.0;1.0;0.0;0.0
38155;50;2015;1;24;62.7;69.3;64.2;59.6;54.6;50.8;0.0;0.0;1.0;0.0
38156;50;2015;1;24;65.2;71.9;66.1;62.3;57.0;52.4;0.0;0.0;0.0;1.0
38277;50;2015;1;25;64.6;71.2;65.2;61.7;57.3;53.5;1.0;0.0;0.0;0.0
38278;50;2015;1;25;63.7;69.2;65.6;62.6;58.8;55.9;0.0;1.0;0.0;0.0
38279;50;2015;1;25;61.2;67.6;63.4;58.7;53.7;50.7;0.0;0.0;1.0;0.0
38280;50;2015;1;25;63.5;69.9;64.9;61.0;55.7;51.7;0.0;0.0;0.0;1.0
38401;50;2015;1;26;66.9;73.6;67.8;64.8;61.8;58.8;1.0;0.0;0.0;0.0
38402;50;2015;1;26;64.7;70.4;66.6;63.5;59.3;55.8;0.0;1.0;0.0;0.0
38403;50;2015;1;26;61.0;73.9;62.6;55.1;47.0;43.0;0.0;0.0;1.0;0.0
38404;50;2015;1;26;65.3;73.1;67.1;63.2;51.4;44.5;0.0;0.0;0.0;1.0
38525;50;2015;1;27;67.8;75.1;68.2;65.1;62.4;59.9;1.0;0.0;0.0;0.0
38526;50;2015;1;27;65.5;71.6;67.1;63.9;60.2;56.5;0.0;1.0;0.0;0.0
38527;50;2015;1;27;60.5;69.2;62.7;55.8;48.0;44.3;0.0;0.0;1.0;0.0
38528;50;2015;1;27;66.0;72.3;67.3;63.6;52.3;45.8;0.0;0.0;0.0;1.0
38649;50;2015;1;28;66.3;73.3;68.0;64.9;62.0;59.5;1.0;0.0;0.0;0.0
38650;50;2015;1;28;65.2;71.3;66.7;63.8;60.0;56.6;0.0;1.0;0.0;0.0
38651;50;2015;1;28;59.8;67.6;63.1;56.6;48.6;44.2;0.0;0.0;1.0;0.0
38652;50;2015;1;28;64.9;71.8;67.1;63.4;53.2;45.9;0.0;0.0;0.0;1.0
