ID;NMT;anio;mes;dia;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99;tipo_D;tipo_E;tipo_N;tipo_T
35380;25;2015;1;1;62.8;67.0;65.5;62.3;57.4;52.2;1.0;0.0;0.0;0.0
35381;25;2015;1;1;65.4;67.9;66.7;65.0;62.5;59.9;0.0;1.0;0.0;0.0
35382;25;2015;1;1;64.5;67.9;66.0;63.0;58.2;53.5;0.0;0.0;0.0;1.0
35501;25;2015;1;2;65.9;68.9;67.2;65.7;64.0;61.9;1.0;0.0;0.0;0.0
35502;25;2015;1;2;65.9;68.8;67.1;65.8;64.1;62.0;0.0;1.0;0.0;0.0
35503;25;2015;1;2;59.8;66.0;63.3;58.4;49.7;43.8;0.0;0.0;1.0;0.0
35504;25;2015;1;2;64.7;68.8;66.9;64.9;55.4;46.0;0.0;0.0;0.0;1.0
35625;25;2015;1;3;65.4;68.9;67.0;65.3;62.1;57.5;1.0;0.0;0.0;0.0
35626;25;2015;1;3;65.7;68.2;67.0;65.6;63.8;61.7;0.0;1.0;0.0;0.0
35627;25;2015;1;3;60.7;66.1;63.8;59.8;53.5;47.8;0.0;0.0;1.0;0.0
35628;25;2015;1;3;64.4;68.2;66.8;64.4;57.3;50.3;0.0;0.0;0.0;1.0
35749;25;2015;1;4;64.6;68.0;66.5;64.6;60.2;55.0;1.0;0.0;0.0;0.0
35750;25;2015;1;4;65.4;68.3;66.8;65.3;63.1;60.3;0.0;1.0;0.0;0.0
35751;25;2015;1;4;61.0;66.0;63.8;59.8;53.1;47.0;0.0;0.0;1.0;0.0
35752;25;2015;1;4;63.8;67.9;66.3;63.8;56.8;49.8;0.0;0.0;0.0;1.0
35864;25;2015;1;5;64.8;68.8;67.1;65.1;55.0;44.8;0.0;0.0;0.0;1.0
35979;25;2015;1;6;64.5;68.2;66.6;63.9;58.4;52.2;1.0;0.0;0.0;0.0
35980;25;2015;1;6;65.9;68.3;67.3;65.9;63.9;61.3;0.0;1.0;0.0;0.0
35981;25;2015;1;6;60.7;66.1;63.9;59.7;52.2;45.8;0.0;0.0;1.0;0.0
35982;25;2015;1;6;63.9;68.0;66.6;63.2;55.8;48.3;0.0;0.0;0.0;1.0
36103;25;2015;1;7;66.8;70.0;68.1;66.5;65.0;63.4;1.0;0.0;0.0;0.0
36104;25;2015;1;7;66.1;69.6;67.7;66.0;63.1;60.1;0.0;1.0;0.0;0.0
36105;25;2015;1;7;60.3;66.4;64.0;58.6;49.0;43.0;0.0;0.0;1.0;0.0
36106;25;2015;1;7;65.4;69.6;67.8;65.6;54.8;45.0;0.0;0.0;0.0;1.0
36227;25;2015;1;8;66.7;69.9;68.1;66.5;64.9;63.3;1.0;0.0;0.0;0.0
36228;25;2015;1;8;66.0;68.9;67.4;65.9;63.9;61.4;0.0;1.0;0.0;0.0
36229;25;2015;1;8;60.5;66.8;64.4;58.6;50.6;46.4;0.0;0.0;1.0;0.0
36230;25;2015;1;8;65.2;69.4;67.7;65.5;55.3;47.8;0.0;0.0;0.0;1.0
36351;25;2015;1;9;66.8;70.0;68.1;66.5;65.0;63.4;1.0;0.0;0.0;0.0
36352;25;2015;1;9;66.3;69.0;67.6;66.1;64.0;61.8;0.0;1.0;0.0;0.0
36353;25;2015;1;9;60.5;66.7;64.0;59.1;51.5;47.3;0.0;0.0;1.0;0.0
36354;25;2015;1;9;65.4;69.5;67.7;65.6;56.2;48.7;0.0;0.0;0.0;1.0
36475;25;2015;1;10;65.2;68.6;66.8;65.1;62.5;59.1;1.0;0.0;0.0;0.0
36476;25;2015;1;10;65.9;68.7;67.0;65.5;63.8;62.1;0.0;1.0;0.0;0.0
36477;25;2015;1;10;60.9;66.1;63.8;60.1;54.4;50.1;0.0;0.0;1.0;0.0
36478;25;2015;1;10;64.4;68.2;66.6;64.3;58.0;51.8;0.0;0.0;0.0;1.0
36599;25;2015;1;11;64.6;68.0;66.4;64.4;60.5;55.5;1.0;0.0;0.0;0.0
36600;25;2015;1;11;65.1;68.0;66.7;64.9;62.4;59.1;0.0;1.0;0.0;0.0
36601;25;2015;1;11;61.0;66.0;63.9;60.2;53.9;47.5;0.0;0.0;1.0;0.0
36602;25;2015;1;11;63.8;67.8;66.1;63.5;57.3;50.3;0.0;0.0;0.0;1.0
36723;25;2015;1;12;66.9;70.1;68.2;66.6;64.9;63.3;1.0;0.0;0.0;0.0
36724;25;2015;1;12;66.1;68.8;67.2;65.7;63.6;61.2;0.0;1.0;0.0;0.0
36725;25;2015;1;12;60.0;66.6;64.0;58.0;48.8;44.3;0.0;0.0;1.0;0.0
36726;25;2015;1;12;65.4;69.7;67.7;65.5;54.4;45.7;0.0;0.0;0.0;1.0
36847;25;2015;1;13;66.5;70.1;68.0;66.2;64.4;62.8;1.0;0.0;0.0;0.0
36848;25;2015;1;13;65.7;68.7;67.0;65.6;63.5;60.5;0.0;1.0;0.0;0.0
36849;25;2015;1;13;60.2;66.7;63.9;58.3;50.2;46.0;0.0;0.0;1.0;0.0
36850;25;2015;1;13;65.1;69.7;67.5;65.2;55.0;47.4;0.0;0.0;0.0;1.0
