ID;NMT;anio;mes;dia;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99;tipo_D;tipo_E;tipo_N;tipo_T
61;27;2014;1;1;59.7;71.6;62.9;49.9;42.9;39.8;1.0;0.0;0.0;0.0
62;27;2014;1;1;60.2;71.5;64.4;50.6;45.9;43.6;0.0;1.0;0.0;0.0
63;27;2014;1;1;76.5;73.7;62.3;50.4;41.6;37.5;0.0;0.0;1.0;0.0
64;27;2014;1;1;71.8;72.0;63.2;50.3;43.7;40.3;0.0;0.0;0.0;1.0
161;27;2014;1;2;63.3;73.2;68.2;55.3;50.1;48.3;1.0;0.0;0.0;0.0
162;27;2014;1;2;61.6;72.5;66.1;52.5;47.8;45.5;0.0;1.0;0.0;0.0
163;27;2014;1;2;56.7;70.6;54.8;44.0;38.1;36.0;0.0;0.0;1.0;0.0
164;27;2014;1;2;61.6;72.6;66.4;52.1;40.7;36.6;0.0;0.0;0.0;1.0
261;27;2014;1;3;67.2;73.0;67.5;53.7;48.1;46.0;1.0;0.0;0.0;0.0
262;27;2014;1;3;63.1;72.0;66.7;55.1;48.1;45.3;0.0;1.0;0.0;0.0
263;27;2014;1;3;56.3;69.6;55.3;44.2;38.9;36.8;0.0;0.0;1.0;0.0
264;27;2014;1;3;65.0;72.3;66.0;51.7;41.5;37.6;0.0;0.0;0.0;1.0
361;27;2014;1;4;65.0;73.1;66.8;56.0;48.6;45.5;1.0;0.0;0.0;0.0
362;27;2014;1;4;70.4;81.9;74.2;56.3;49.4;46.2;0.0;1.0;0.0;0.0
363;27;2014;1;4;56.9;70.3;56.3;45.5;40.1;37.2;0.0;0.0;1.0;0.0
364;27;2014;1;4;65.5;77.8;66.1;53.3;42.7;38.4;0.0;0.0;0.0;1.0
461;27;2014;1;5;61.4;72.7;65.3;50.9;45.0;42.0;1.0;0.0;0.0;0.0
462;27;2014;1;5;60.9;71.9;65.3;51.3;44.2;41.4;0.0;1.0;0.0;0.0
463;27;2014;1;5;56.4;70.0;54.4;42.8;38.2;36.4;0.0;0.0;1.0;0.0
464;27;2014;1;5;60.2;72.1;63.5;48.4;40.6;37.1;0.0;0.0;0.0;1.0
561;27;2014;1;6;61.1;72.2;65.0;51.1;44.7;42.4;1.0;0.0;0.0;0.0
562;27;2014;1;6;77.2;71.5;64.7;51.0;43.3;39.7;0.0;1.0;0.0;0.0
563;27;2014;1;6;58.0;70.1;53.8;41.5;36.7;35.4;0.0;0.0;1.0;0.0
564;27;2014;1;6;74.5;71.8;63.5;49.1;39.5;36.1;0.0;0.0;0.0;1.0
661;27;2014;1;7;62.8;72.8;67.6;53.9;46.2;43.0;1.0;0.0;0.0;0.0
662;27;2014;1;7;65.6;75.5;68.9;56.0;49.1;45.9;0.0;1.0;0.0;0.0
663;27;2014;1;7;76.2;70.0;54.4;41.5;34.8;33.4;0.0;0.0;1.0;0.0
664;27;2014;1;7;62.3;73.3;66.4;51.7;36.9;34.0;0.0;0.0;0.0;1.0
761;27;2014;1;8;63.6;73.1;68.1;57.1;49.5;44.9;1.0;0.0;0.0;0.0
762;27;2014;1;8;62.5;72.0;66.0;57.1;52.7;50.3;0.0;1.0;0.0;0.0
763;27;2014;1;8;57.4;70.8;57.5;46.5;38.7;36.7;0.0;0.0;1.0;0.0
764;27;2014;1;8;62.1;72.5;66.5;54.5;42.7;37.4;0.0;0.0;0.0;1.0
861;27;2014;1;9;64.3;73.3;68.5;59.5;51.2;45.0;1.0;0.0;0.0;0.0
862;27;2014;1;9;65.4;74.9;69.0;57.6;52.5;49.4;0.0;1.0;0.0;0.0
863;27;2014;1;9;58.6;70.5;59.5;48.0;41.1;38.6;0.0;0.0;1.0;0.0
864;27;2014;1;9;63.3;73.5;67.4;56.0;44.3;39.4;0.0;0.0;0.0;1.0
961;27;2014;1;10;64.7;73.1;68.4;58.9;51.5;46.2;1.0;0.0;0.0;0.0
962;27;2014;1;10;63.1;72.0;66.4;57.8;51.7;47.1;0.0;1.0;0.0;0.0
963;27;2014;1;10;57.9;70.6;59.5;47.9;41.7;38.9;0.0;0.0;1.0;0.0
964;27;2014;1;10;63.0;72.5;66.9;56.0;44.5;40.0;0.0;0.0;0.0;1.0
1061;27;2014;1;11;61.1;72.0;65.5;52.9;46.1;42.4;1.0;0.0;0.0;0.0
1062;27;2014;1;11;61.6;72.0;65.4;54.6;47.9;45.0;0.0;1.0;0.0;0.0
1063;27;2014;1;11;56.9;70.0;57.2;43.8;37.0;35.3;0.0;0.0;1.0;0.0
1064;27;2014;1;11;60.2;71.6;63.9;51.5;39.6;36.0;0.0;0.0;0.0;1.0
1161;27;2014;1;12;60.2;72.0;63.7;50.0;43.1;39.5;1.0;0.0;0.0;0.0
1162;27;2014;1;12;60.5;71.3;63.8;51.8;45.5;41.7;0.0;1.0;0.0;0.0
1163;27;2014;1;12;56.7;69.9;56.0;44.6;38.3;36.0;0.0;0.0;1.0;0.0
1164;27;2014;1;12;59.5;71.5;62.1;48.9;41.2;36.8;0.0;0.0;0.0;1.0
1261;27;2014;1;13;64.0;73.6;68.5;57.2;50.5;47.4;1.0;0.0;0.0;0.0
1262;27;2014;1;13;62.1;72.8;66.6;52.8;44.4;42.3;0.0;1.0;0.0;0.0
1263;27;2014;1;13;57.5;70.9;57.1;46.0;37.5;36.0;0.0;0.0;1.0;0.0
1264;27;2014;1;13;62.3;73.0;66.9;53.2;40.8;36.4;0.0;0.0;0.0;1.0
1361;27;2014;1;14;64.4;73.9;68.8;58.1;50.1;46.7;1.0;0.0;0.0;0.0
1362;27;2014;1;14;61.2;71.9;65.7;53.6;47.8;45.4;0.0;1.0;0.0;0.0
1363;27;2014;1;14;56.5;70.4;53.7;42.8;38.6;36.5;0.0;0.0;1.0;0.0
1364;27;2014;1;14;62.4;72.9;67.1;53.0;40.7;37.3;0.0;0.0;0.0;1.0
1461;27;2014;1;15;63.7;73.2;68.2;56.1;46.8;43.5;1.0;0.0;0.0;0.0
1462;27;2014;1;15;61.1;72.1;65.7;51.5;44.7;41.8;0.0;1.0;0.0;0.0
1463;27;2014;1;15;56.5;70.1;55.3;42.8;36.3;34.9;0.0;0.0;1.0;0.0
1464;27;2014;1;15;61.9;72.6;66.5;51.1;38.7;35.3;0.0;0.0;0.0;1.0
1561;27;2014;1;16;64.0;73.3;68.5;58.6;50.1;46.4;1.0;0.0;0.0;0.0
1562;27;2014;1;16;64.3;74.2;68.1;54.7;45.5;43.2;0.0;1.0;0.0;0.0
1563;27;2014;1;16;57.9;71.3;57.7;44.4;39.3;38.0;0.0;0.0;1.0;0.0
1564;27;2014;1;16;62.8;73.2;67.3;53.9;41.8;38.4;0.0;0.0;0.0;1.0
1661;27;2014;1;17;64.3;73.5;68.7;58.5;51.1;48.2;1.0;0.0;0.0;0.0
1662;27;2014;1;17;62.5;72.3;66.7;56.7;50.0;47.1;0.0;1.0;0.0;0.0
1663;27;2014;1;17;57.1;70.8;54.6;41.1;35.9;34.6;0.0;0.0;1.0;0.0
1664;27;2014;1;17;62.7;72.9;67.2;54.6;37.8;35.1;0.0;0.0;0.0;1.0
1761;27;2014;1;18;61.5;72.6;65.9;51.9;44.3;42.0;1.0;0.0;0.0;0.0
1762;27;2014;1;18;60.8;71.8;65.5;51.3;45.8;43.5;0.0;1.0;0.0;0.0
1763;27;2014;1;18;57.9;71.5;57.9;48.0;41.7;39.6;0.0;0.0;1.0;0.0
1764;27;2014;1;18;60.4;72.1;64.1;49.9;43.2;40.2;0.0;0.0;0.0;1.0
